,flux_a,hlr_a,e1_a,e2_a,x0_a,y0_a,flux_b,hlr_b,e1_b,e2_b,x0_b,y0_b
0,24187.2929743,1.00629156147,0.00684757128712,-0.00734182166332,-0.796593124481,-0.0128854961303,26342.5453802,1.02281532034,0.0214531113827,-0.012729581005,0.656800899771,0.0609747858788
1,19772.2348695,0.978956369261,-0.0522658455957,0.0207941391713,-0.883142967704,0.133592073315,31150.5049254,1.00776074852,0.0373325576212,0.00545122432655,0.546501072532,0.0103072721262
2,18353.9324168,0.994420541231,-0.00913098853151,-0.0274733877347,-0.8516471933,-0.168617343843,32333.0501556,1.05138748533,0.0563760896406,-0.0191342174717,0.479446364108,0.0311525183883
3,45080.3199136,1.10294633532,0.0730679598461,0.00142143966897,-0.147450670245,0.0819301700682,5664.68323659,0.866237729102,-0.073123197471,0.0278355567251,1.35184529172,-0.0843729316749
4,6097.98689009,0.836726198614,-0.166306643094,-0.0322316241124,-1.32010097291,0.0211425742926,44833.4384366,1.09860530238,0.073067328109,-0.0196125936066,0.185668003568,0.0170829349485
5,28192.9088721,1.02491705871,0.0112118182581,0.029602378733,-0.612045266214,0.100543039614,22217.7145363,0.987986619513,-0.0058460253042,0.0402124227486,0.699439425785,-0.00420663033797
6,34463.3900719,1.03517456873,0.0360946067511,0.0466631660601,-0.418659915302,0.0791757918556,16425.2287881,1.00737915674,-0.00669268233796,0.0602064086982,0.909826620852,-0.0158535993826
7,25744.5087881,1.03308313258,0.0247155997188,-0.0234291621002,-0.760779576724,-0.129546884241,24811.7817781,1.04037580768,0.00911599958948,-0.012500470314,0.640678325186,-0.056879671841
8,23292.7860515,0.988926704215,-0.0079260949973,0.0300787103707,-0.83494176964,-0.0179878785363,27494.0029624,1.02039790173,0.0113135764404,0.0450791752791,0.67804936635,-0.0264144833901
9,29076.6071017,1.02254761117,0.00137661369708,0.0288275261495,-0.633755838488,0.0501601810417,22057.1280584,0.987780235499,-0.0216890589107,0.00992832876389,0.871230421973,-0.0369335234684
10,39249.5537189,1.07967911178,0.0701670954877,0.0239837637249,-0.269407454222,0.123099199414,10999.6353309,0.963072111434,-0.0546013136447,0.0635969967452,1.06915813747,-0.146148000772
11,16302.2367022,1.00099636134,-0.0205637727114,0.011439301277,-0.87348265966,-0.0814632807554,34446.8336864,1.05880507165,0.0382177876159,0.0217823006874,0.403949700192,0.0764022732572
12,16563.4429661,0.969694916749,0.0147509176738,0.0412646875352,-0.835606244315,0.137367023626,33883.4723053,1.07602814515,0.0579727553433,0.0370812155173,0.448408110039,-0.0361043878073
13,34293.8769548,1.04808146283,0.0271322650603,0.0200626151324,-0.429176425163,0.0641472635105,16258.0456105,0.977619608497,-0.0315100700316,0.00996742905756,0.866983521977,0.0591725874236
14,17616.0751856,0.96434820444,-0.00687635802903,-0.00851011632175,-0.774972429914,0.0128157845983,32614.5343632,1.04186797526,0.020488673613,-0.0224975391889,0.452180561112,0.0582887831869
15,27972.5266833,1.03699110097,0.0358575928285,0.0128334659532,-0.664217831165,0.0303638441639,22245.1289092,1.00805811683,-0.0159052346994,-0.00148062189434,0.836776549256,0.0299220128928
16,31977.480883,1.03401373925,0.0261554839916,-0.0392448967139,-0.520620762529,0.0239983931796,19315.927678,0.998381010515,-0.0351200950673,-0.0142990912044,0.769158288265,-0.00784371699714
17,23914.2059123,0.978852255438,-0.0126258674439,-0.0261294055924,-0.804442814264,-0.0455488221864,26248.6634077,1.00950597649,-0.0249397033731,-0.0170968874209,0.604436960522,0.0641011887719
18,33344.084521,1.06295676381,0.0387251335398,0.0258472313483,-0.524111210557,0.115461361542,17834.2620082,0.958369336645,-0.0188215131743,0.0368590692311,0.981487870106,-0.0808188553089
19,33305.1230669,1.04572506147,0.02873383132,0.013922669687,-0.460763414846,-0.0542622412693,17900.9626908,0.976364126983,-0.0595539095554,0.0218963326146,1.02908610265,0.0277330490658
